"","site_code","Taxon","mean.after.control","mean.after.drought","after.cover.response","mean.after.control.0","mean.after.drought.0","after.cover.response.0","mean.before.control","mean.before.drought","before.cover.response","mean.before.control.0","mean.before.drought.0","before.cover.response.0","cover.change"
"329","ebro.es","LINUM SUFFRUTICOSUM",2.26493361133333,2.03222250033333,-0.232711111,2.26493361133333,2.03222250033333,-0.232711111,1.02625600033333,1.37270466666667,0.346448666333333,1.02625600033333,1.37270466666667,0.346448666333333,-0.579159777333333
"330","ebro.es","POLYGALA RUPESTRIS",0.1915503335,0.494511111333333,0.302960777833333,0.1915503335,0.494511111333333,0.302960777833333,0.0145444446666667,0.125664,0.111119555333333,0.0145444446666667,0.125664,0.111119555333333,0.1918412225
"331","ebro.es","ROSMARINUS OFFICINALIS",24.4980451783333,19.7574642233333,-4.740580955,24.4980451783333,19.7574642233333,-4.740580955,24.4215766666667,17.9405722233333,-6.48100444333333,24.4215766666667,17.9405722233333,-6.48100444333333,1.74042348833333
"332","ebro.es","TEUCRIUM CAPITATUM",1.13764135133333,0.152425777666667,-0.985215573666667,1.13764135133333,0.152425777666667,-0.985215573666667,0.564906222333333,0.0728676665,-0.492038555833333,0.564906222333333,0.0728676665,-0.492038555833333,-0.493177017833333
"333","ebro.es","THYMELAEA TINCTORIA",0.401426667,3.45576,3.054333333,0.401426667,3.45576,3.054333333,NA,3.359766667,NA,0,3.359766667,3.359766667,-0.305433334
"334","ebro.es","THYMUS VULGARIS",1.88843358233333,2.00895138866667,0.120517806333333,1.88843358233333,2.00895138866667,0.120517806333333,1.79245733333333,1.86081622233333,0.068358889,1.79245733333333,1.86081622233333,0.068358889,0.0521589173333332
"335","elvadrt.ee","ACHILLEA MILLEFOLIUM",2,6.66666666666667,4.66666666666667,2,6.66666666666667,4.66666666666667,5,3.66666666666667,-1.33333333333333,5,3.66666666666667,-1.33333333333333,6
"336","elvadrt.ee","AGRIMONIA EUPATORIA",NA,1,NA,0,1,1,NA,1,NA,0,1,1,0
"337","elvadrt.ee","ANTHOXANTHUM ODORATUM",1.33333333333333,1.5,0.166666666666667,1.33333333333333,1.5,0.166666666666667,1.66666666666667,7.66666666666667,6,1.66666666666667,7.66666666666667,6,-5.83333333333333
"338","elvadrt.ee","ARTEMISIA VULGARIS",1,NA,NA,1,0,-1,NA,1,NA,0,1,1,-2
"339","elvadrt.ee","BRIZA MEDIA",23.3333333333333,25,1.66666666666667,23.3333333333333,25,1.66666666666667,21.6666666666667,23.3333333333333,1.66666666666666,21.6666666666667,23.3333333333333,1.66666666666666,3.5527136788005e-15
"340","elvadrt.ee","CAMPANULA PATULA",NA,1,NA,0,1,1,NA,2,NA,0,2,2,-1
"341","elvadrt.ee","CERASTIUM ARVENSE",1,1,0,1,1,0,1,1,0,1,1,0,0
"342","elvadrt.ee","DACTYLIS GLOMERATA",11.6666666666667,11.6666666666667,0,11.6666666666667,11.6666666666667,0,16.6666666666667,15,-1.66666666666667,16.6666666666667,15,-1.66666666666667,1.66666666666667
"343","elvadrt.ee","EQUISETUM ARVENSE",1,1.33333333333333,0.333333333333333,1,1.33333333333333,0.333333333333333,2,1.66666666666667,-0.333333333333333,2,1.66666666666667,-0.333333333333333,0.666666666666667
"344","elvadrt.ee","FESTUCA PRATENSIS",6.66666666666667,7.33333333333333,0.666666666666666,6.66666666666667,7.33333333333333,0.666666666666666,5,5.5,0.5,5,5.5,0.5,0.166666666666666
"345","elvadrt.ee","FESTUCA RUBRA",3,3,0,3,3,0,1.33333333333333,2,0.666666666666667,1.33333333333333,2,0.666666666666667,-0.666666666666667
"346","elvadrt.ee","FRAGARIA VESCA",14,12.3333333333333,-1.66666666666667,14,12.3333333333333,-1.66666666666667,14.3333333333333,12.5,-1.83333333333333,14.3333333333333,12.5,-1.83333333333333,0.166666666666668
"347","elvadrt.ee","HELICTOTRICHON PUBESCENS",1.33333333333333,1.5,0.166666666666667,1.33333333333333,1.5,0.166666666666667,4,7.5,3.5,4,7.5,3.5,-3.33333333333333
"348","elvadrt.ee","LATHYRUS PRATENSIS",20,5,-15,20,5,-15,3,3,0,3,3,0,-15
"349","elvadrt.ee","LEONTODON HISPIDUS",6.33333333333333,4,-2.33333333333333,6.33333333333333,4,-2.33333333333333,13.3333333333333,5.66666666666667,-7.66666666666667,13.3333333333333,5.66666666666667,-7.66666666666667,5.33333333333333
"350","elvadrt.ee","LINUM CATHARTICUM",1,1.5,0.5,1,1.5,0.5,NA,1,NA,0,1,1,-0.5
"351","elvadrt.ee","LUZULA MULTIFLORA",2,3,1,2,3,1,5.66666666666667,6,0.333333333333333,5.66666666666667,6,0.333333333333333,0.666666666666667
"352","elvadrt.ee","MEDICAGO LUPULINA",7.33333333333333,3,-4.33333333333333,7.33333333333333,3,-4.33333333333333,25,21.6666666666667,-3.33333333333333,25,21.6666666666667,-3.33333333333333,-1
"353","elvadrt.ee","POA ANGUSTIFOLIA",1,1.5,0.5,1,1.5,0.5,1,1,0,1,1,0,0.5
"354","elvadrt.ee","POTENTILLA ANSERINA",1,1,0,1,1,0,1,6,5,1,6,5,-5
"355","elvadrt.ee","RANUNCULUS ACRIS",2,2,0,2,2,0,4.33333333333333,1.66666666666667,-2.66666666666667,4.33333333333333,1.66666666666667,-2.66666666666667,2.66666666666667
"356","elvadrt.ee","RUMEX ACETOSA",1,1,0,1,1,0,1,1,0,1,1,0,0
"357","elvadrt.ee","STELLARIA GRAMINEA",1,1,0,1,1,0,1.5,2,0.5,1.5,2,0.5,-0.5
"358","elvadrt.ee","TRIFOLIUM PRATENSE",2,NA,NA,2,0,-2,5,NA,NA,5,0,-5,3
"359","elvadrt.ee","TRIFOLIUM REPENS",1,2,1,1,2,1,1,15,14,1,15,14,-13
"360","elvadrt.ee","VERONICA CHAMAEDRYS",1,1.5,0.5,1,1.5,0.5,1,1,0,1,1,0,0.5
"361","elvadrt.ee","VICIA CRACCA",4.33333333333333,1.33333333333333,-3,4.33333333333333,1.33333333333333,-3,6.66666666666667,5,-1.66666666666667,6.66666666666667,5,-1.66666666666667,-1.33333333333333
"362","elvadrt.ee","VICIA SEPIUM",2.33333333333333,1.66666666666667,-0.666666666666667,2.33333333333333,1.66666666666667,-0.666666666666667,2,2,0,2,2,0,-0.666666666666667
"363","esw.ca","DAUCUS CAROTA",NA,1,NA,0,1,1,1,NA,NA,1,0,-1,2
"364","esw.ca","ERIGERON ANNUUS",1,1,0,1,1,0,1,1,0,1,1,0,0
"365","esw.ca","MEDICAGO LUPULINA",2,1.5,-0.5,2,1.5,-0.5,1,1,0,1,1,0,-0.5
"366","esw.ca","SOLIDAGO CANADENSIS",50,27,-23,50,27,-23,68.3333333333333,60,-8.33333333333333,68.3333333333333,60,-8.33333333333333,-14.6666666666667
"367","esw.ca","SONCHUS ARVENSIS",3,2,-1,3,2,-1,5,4,-1,5,4,-1,0
"368","esw.ca","SYMPHYOTRICHUM LANCEOLATUM",3,1,-2,3,1,-2,12.5,8,-4.5,12.5,8,-4.5,2.5
"369","esw.ca","SYMPHYOTRICHUM NOVAE-ANGLIAE",1,1,0,1,1,0,7.5,1,-6.5,7.5,1,-6.5,6.5
"370","esw.ca","TARAXACUM TARAXACUM",1,4.33333333333333,3.33333333333333,1,4.33333333333333,3.33333333333333,1,1,0,1,1,0,3.33333333333333
"371","esw.ca","TRIFOLIUM PRATENSE",3,12.3333333333333,9.33333333333333,3,12.3333333333333,9.33333333333333,10.3333333333333,11.6666666666667,1.33333333333333,10.3333333333333,11.6666666666667,1.33333333333333,8
"372","esw.ca","VITIS VULPINA",NA,7,NA,0,7,7,NA,3,NA,0,3,3,4
"373","ethadb.au","ARISTIDA HOLATHERA",14.5,3,-11.5,14.5,3,-11.5,2.75,1.5,-1.25,2.75,1.5,-1.25,-10.25
"374","ethadb.au","ERIACHNE ARISTIDEA",4,2,-2,4,2,-2,1.5,4,2.5,1.5,4,2.5,-4.5
"375","ethadb.au","OLDENLANDIA PTEROSPORA",NA,4.25,NA,0,4.25,4.25,NA,3.25,NA,0,3.25,3.25,1
"376","ethadb.au","PTILOTUS POLYSTACHYUS",NA,21,NA,0,21,21,2,2.5,0.5,2,2.5,0.5,20.5
"377","ethadb.au","TRIODIA BASEDOWII",36,31.5,-4.5,36,31.5,-4.5,7,11,4,7,11,4,-8.5
"378","ethadb.au","YAKIRRA AUSTRALIENSIS",4,1,-3,4,1,-3,4,NA,NA,4,0,-4,1
"379","ethadn.au","ARISTIDA HOLATHERA",NA,2.5,NA,0,2.5,2.5,NA,4,NA,0,4,4,-1.5
"380","ethadn.au","TRIODIA BASEDOWII",49.3333333333333,49.3333333333333,0,49.3333333333333,49.3333333333333,0,34.6666666666667,37,2.33333333333334,34.6666666666667,37,2.33333333333334,-2.33333333333334
"381","falls.au","ASPERULA GUNNII",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"382","falls.au","ASTEROLASIA TRYMALIOIDES",0.666666666666667,0.75,0.0833333333333334,0.666666666666667,0.75,0.0833333333333334,0.5,0.75,0.25,0.5,0.75,0.25,-0.166666666666667
"383","falls.au","BRACHYSCOME DECIPIENS",0.5,NA,NA,0.5,0,-0.5,0.666666666666667,NA,NA,0.666666666666667,0,-0.666666666666667,0.166666666666667
"384","falls.au","CAREX BREVICULMIS",0.666666666666667,0.75,0.0833333333333334,0.666666666666667,0.75,0.0833333333333334,0.5,0.75,0.25,0.5,0.75,0.25,-0.166666666666667
"385","falls.au","CAREX HEBES",0.6,0.5,-0.1,0.6,0.5,-0.1,0.5,0.666666666666667,0.166666666666667,0.5,0.666666666666667,0.166666666666667,-0.266666666666667
"386","falls.au","CELMISIA COSTINIANA",43.3333333333333,48.3333333333333,5,43.3333333333333,48.3333333333333,5,43.3333333333333,50,6.66666666666666,43.3333333333333,50,6.66666666666666,-1.66666666666666
"387","falls.au","CHAEROPHYLLUM ERIOPODUM",0.5,NA,NA,0.5,0,-0.5,0.666666666666667,0.5,-0.166666666666667,0.666666666666667,0.5,-0.166666666666667,-0.333333333333333
"388","falls.au","CRASPEDIA AURANTIA",4,NA,NA,4,0,-4,2,NA,NA,2,0,-2,-2
"389","falls.au","ERIGERON BELLIDIOIDES",0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0
"390","falls.au","GREVILLEA AUSTRALIS",1,1,0,1,1,0,1,0.5,-0.5,1,0.5,-0.5,0.5
"391","falls.au","HYPOCHAERIS RADICATA",0.9,0.833333333333333,-0.0666666666666667,0.9,0.833333333333333,-0.0666666666666667,0.666666666666667,0.666666666666667,0,0.666666666666667,0.666666666666667,0,-0.0666666666666667
"392","falls.au","MELICYTUS DENTATUS",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"393","falls.au","MICROSERIS LANCEOLATA",NA,1,NA,0,1,1,NA,1,NA,0,1,1,0
"394","falls.au","PHEBALIUM SQUAMULOSUM",1.33333333333333,1,-0.333333333333333,1.33333333333333,1,-0.333333333333333,1.33333333333333,0.5,-0.833333333333333,1.33333333333333,0.5,-0.833333333333333,0.5
"395","falls.au","PIMELEA ALPINA",1.83333333333333,1.16666666666667,-0.666666666666667,1.83333333333333,1.16666666666667,-0.666666666666667,2,0.833333333333333,-1.16666666666667,2,0.833333333333333,-1.16666666666667,0.5
"396","falls.au","PLANTAGO EURYPHYLLA",1,1,0,1,1,0,1,0.5,-0.5,1,0.5,-0.5,0.5
"397","falls.au","POA HIEMATA",45.8333333333333,41.6666666666667,-4.16666666666667,45.8333333333333,41.6666666666667,-4.16666666666667,37.5,33.3333333333333,-4.16666666666666,37.5,33.3333333333333,-4.16666666666666,-7.105427357601e-15
"398","falls.au","RANUNCULUS VICTORIENSIS",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"399","falls.au","RUMEX ACETOSELLA",0.833333333333333,0.75,-0.0833333333333334,0.833333333333333,0.75,-0.0833333333333334,0.583333333333333,0.75,0.166666666666667,0.583333333333333,0.75,0.166666666666667,-0.25
"400","falls.au","RYTIDOSPERMA NUDIFLORUM",1,NA,NA,1,0,-1,2,NA,NA,2,0,-2,1
"401","falls.au","TRACHYMENE HUMILIS",7,NA,NA,7,0,-7,5,NA,NA,5,0,-5,-2
"402","falls.au","TRISETUM SPICATUM",0.5,1,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5
"403","falls.au","VIOLA BETONICIFOLIA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"404","gmgranite.us","ACMISPON STRIGOSUS",NA,0.5,NA,0,0.5,0.5,2.21428571428571,1.33333333333333,-0.880952380952381,2.21428571428571,1.33333333333333,-0.880952380952381,1.38095238095238
"405","gmgranite.us","AMSINCKIA TESSELLATA",0.75,1,0.25,0.75,1,0.25,NA,0.5,NA,0,0.5,0.5,-0.25
"406","gmgranite.us","BROMUS RUBENS",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"407","gmgranite.us","CRYPTANTHA CIRCUMSCISSA",0.833333333333333,0.625,-0.208333333333333,0.833333333333333,0.625,-0.208333333333333,0.5,0.5,0,0.5,0.5,0,-0.208333333333333
"408","gmgranite.us","DESCURAINIA PINNATA",0.5,0.5,0,0.5,0.5,0,NA,1.5,NA,0,1.5,1.5,-1.5
"409","gmgranite.us","ERIOGONUM MACULATUM",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"410","gmgranite.us","ERIOPHYLLUM WALLACEI",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"411","gmgranite.us","ERODIUM CICUTARIUM",2.14285714285714,6.71428571428571,4.57142857142857,2.14285714285714,6.71428571428571,4.57142857142857,3.14285714285714,2.42857142857143,-0.714285714285714,3.14285714285714,2.42857142857143,-0.714285714285714,5.28571428571429
"412","gmgranite.us","PECTOCARYA HETEROCARPA",3.07142857142857,2.8,-0.271428571428572,3.07142857142857,2.8,-0.271428571428572,1,0.5,-0.5,1,0.5,-0.5,0.228571428571428
"413","gmgranite.us","PECTOCARYA PLATYCARPA",NA,0.5,NA,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5
"414","gmgranite.us","PECTOCARYA RECURVATA",NA,1.5,NA,0,1.5,1.5,0.5,0.5,0,0.5,0.5,0,1.5
"415","gmgranite.us","SCHISMUS BARBATUS",3.14285714285714,3.71428571428571,0.571428571428572,3.14285714285714,3.71428571428571,0.571428571428572,68.8571428571429,65.7142857142857,-3.14285714285715,68.8571428571429,65.7142857142857,-3.14285714285715,3.71428571428572
"416","gmmolar.us","AMSINCKIA TESSELLATA",1,0.75,-0.25,1,0.75,-0.25,0.625,1.375,0.75,0.625,1.375,0.75,-1
"417","gmmolar.us","BROMUS RUBENS",1.28571428571429,1.42857142857143,0.142857142857143,1.28571428571429,1.42857142857143,0.142857142857143,0.866666666666667,0.85,-0.0166666666666667,0.866666666666667,0.85,-0.0166666666666667,0.15952380952381
"418","gmmolar.us","CAMISSONIA PALMERI",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"419","gmmolar.us","CENTROSTEGIA THURBERI",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"420","gmmolar.us","CRYPTANTHA CIRCUMSCISSA",0.5,0.7,0.2,0.5,0.7,0.2,0.583333333333333,0.642857142857143,0.0595238095238095,0.583333333333333,0.642857142857143,0.0595238095238095,0.14047619047619
"421","gmmolar.us","CRYPTANTHA PTEROCARYA",0.5,0.6,0.1,0.5,0.6,0.1,0.942857142857143,0.666666666666667,-0.276190476190476,0.942857142857143,0.666666666666667,-0.276190476190476,0.376190476190476
"422","gmmolar.us","DICHELOSTEMMA CAPITATUM",0.5,0.5,0,0.5,0.5,0,0.583333333333333,0.5,-0.0833333333333334,0.583333333333333,0.5,-0.0833333333333334,0.0833333333333334
"423","gmmolar.us","ERIOGONUM MACULATUM",0.5,1,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5
"424","gmmolar.us","ERIOGONUM PUSILLUM",NA,0.5,NA,0,0.5,0.5,NA,0.5,NA,0,0.5,0.5,0
"425","gmmolar.us","ERIOPHYLLUM WALLACEI",1.85714285714286,0.571428571428571,-1.28571428571429,1.85714285714286,0.571428571428571,-1.28571428571429,2,2.03333333333333,0.0333333333333332,2,2.03333333333333,0.0333333333333332,-1.31904761904762
"426","gmmolar.us","ERODIUM CICUTARIUM",1.92857142857143,3.92857142857143,2,1.92857142857143,3.92857142857143,2,4.28571428571429,4.92857142857143,0.642857142857143,4.28571428571429,4.92857142857143,0.642857142857143,1.35714285714286
"427","gmmolar.us","EUPHORBIA ALBOMARGINATA",NA,0.5,NA,0,0.5,0.5,NA,0.5,NA,0,0.5,0.5,0
"428","gmmolar.us","LUPINUS CONCINNUS",NA,0.5,NA,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5
"429","gmmolar.us","PECTOCARYA HETEROCARPA",1.08333333333333,1.75,0.666666666666667,1.08333333333333,1.75,0.666666666666667,3.04285714285714,1.01666666666667,-2.02619047619048,3.04285714285714,1.01666666666667,-2.02619047619048,2.69285714285714
"430","gmmolar.us","PECTOCARYA PLATYCARPA",0.5,0.5,0,0.5,0.5,0,1.11666666666667,0.6,-0.516666666666667,1.11666666666667,0.6,-0.516666666666667,0.516666666666667
"431","gmmolar.us","PECTOCARYA RECURVATA",0.5,1,0.5,0.5,1,0.5,2.18571428571429,1.34285714285714,-0.842857142857143,2.18571428571429,1.34285714285714,-0.842857142857143,1.34285714285714
"432","gmmolar.us","PECTOCARYA SETOSA",0.5,NA,NA,0.5,0,-0.5,1.325,0.625,-0.7,1.325,0.625,-0.7,0.2
"433","gmmolar.us","PLAGIOBOTHRYS ARIZONICUS",0.75,0.833333333333333,0.0833333333333334,0.75,0.833333333333333,0.0833333333333334,0.5,0.5,0,0.5,0.5,0,0.0833333333333334
"434","gmmolar.us","SCHISMUS BARBATUS",1,NA,NA,1,0,-1,23.4285714285714,24.7142857142857,1.28571428571429,23.4285714285714,24.7142857142857,1.28571428571429,-2.28571428571429
"435","gmmolar.us","TOXICOSCORDION BREVIBRACTEATUM",NA,0.5,NA,0,0.5,0.5,NA,0.5,NA,0,0.5,0.5,0
"436","hard.us","ACHILLEA MILLEFOLIUM",1,2,1,1,2,1,NA,6.25,NA,0,6.25,6.25,-5.25
"437","hard.us","CHRYSOTHAMNUS VISCIDIFLORUS",9,19,10,9,19,10,16.6666666666667,25,8.33333333333333,16.6666666666667,25,8.33333333333333,1.66666666666667
"438","hard.us","PSEUDOROEGNERIA SPICATA",9,1,-8,9,1,-8,25,34.375,9.375,25,34.375,9.375,-17.375
"439","hard.us","PURSHIA TRIDENTATA",NA,18,NA,0,18,18,NA,28.125,NA,0,28.125,28.125,-10.125
"440","hoide.de","BETULA PENDULA",5,NA,NA,5,0,-5,1,NA,NA,1,0,-1,-4
"441","hoide.de","CALLUNA VULGARIS",74.6666666666667,85,10.3333333333333,74.6666666666667,85,10.3333333333333,75,77.5,2.5,75,77.5,2.5,7.83333333333333
"442","hoide.de","CAREX ARENARIA",2.66666666666667,1.66666666666667,-1,2.66666666666667,1.66666666666667,-1,4.5,3.5,-1,4.5,3.5,-1,2.22044604925031e-16
"443","hoide.de","DESCHAMPSIA FLEXUOSA",8.66666666666667,3.66666666666667,-5,8.66666666666667,3.66666666666667,-5,3.5,3.5,0,3.5,3.5,0,-5
"444","hoide.de","EMPETRUM NIGRUM",10,NA,NA,10,0,-10,2,NA,NA,2,0,-2,-8
"445","hoide.de","SALIX REPENS",1,15,14,1,15,14,1,25,24,1,25,24,-10
"446","hyide.de","CALLUNA VULGARIS",81.6666666666667,65.6666666666667,-16,81.6666666666667,65.6666666666667,-16,80,73.3333333333333,-6.66666666666667,80,73.3333333333333,-6.66666666666667,-9.33333333333333
"447","hyide.de","CAREX ARENARIA",2,1.33333333333333,-0.666666666666667,2,1.33333333333333,-0.666666666666667,3,3.33333333333333,0.333333333333333,3,3.33333333333333,0.333333333333333,-1
"448","hyide.de","DESCHAMPSIA FLEXUOSA",1,1,0,1,1,0,NA,1,NA,0,1,1,-1
"449","jilpanger.au","ACAENA ECHINATA",5.3,0.5,-4.8,5.3,0.5,-4.8,1.8,0.5,-1.3,1.8,0.5,-1.3,-3.5
"450","jilpanger.au","AIRA ELEGANTISSIMA",0.625,0.5,-0.125,0.625,0.5,-0.125,0.75,0.5,-0.25,0.75,0.5,-0.25,0.125
"451","jilpanger.au","APHELIA PUMILIO",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"452","jilpanger.au","ASTROLOMA HUMIFUSUM",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"453","jilpanger.au","BLENNOSPORA DRUMMONDII",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"454","jilpanger.au","BRACHYSCOME PERPUSILLA",0.5,NA,NA,0.5,0,-0.5,0.6,0.5,-0.1,0.6,0.5,-0.1,-0.4
"455","jilpanger.au","CALADENIA CARNEA",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"456","jilpanger.au","CALADENIA TENTACULATA",0.5,NA,NA,0.5,0,-0.5,1,NA,NA,1,0,-1,0.5
"457","jilpanger.au","CALYTRIX TETRAGONA",0.75,8.5,7.75,0.75,8.5,7.75,1,5.5,4.5,1,5.5,4.5,3.25
"458","jilpanger.au","CHAMAESCILLA CORYMBOSA",1.75,0.5,-1.25,1.75,0.5,-1.25,0.75,0.5,-0.25,0.75,0.5,-0.25,-1
"459","jilpanger.au","CHRYSOCEPHALUM APICULATUM",10,10,0,10,10,0,10,1,-9,10,1,-9,9
"460","jilpanger.au","Centrolepis ARISTATA",0.5,0.5,0,0.5,0.5,0,0.6,1,0.4,0.6,1,0.4,-0.4
"461","jilpanger.au","Centrolepis POLYGYNA",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"462","jilpanger.au","Centrolepis STRIGOSA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"463","jilpanger.au","DICHOPOGON STRICTUS",0.75,0.833333333333333,0.0833333333333334,0.75,0.833333333333333,0.0833333333333334,0.7,0.666666666666667,-0.0333333333333333,0.7,0.666666666666667,-0.0333333333333333,0.116666666666667
"464","jilpanger.au","DROSERA ABERRANS",0.5,NA,NA,0.5,0,-0.5,1.625,0.5,-1.125,1.625,0.5,-1.125,0.625
"465","jilpanger.au","DROSERA GLANDULIGERA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"466","jilpanger.au","DROSERA HOOKERI",0.5,0.5,0,0.5,0.5,0,0.75,0.5,-0.25,0.75,0.5,-0.25,0.25
"467","jilpanger.au","GNEPHOSIS DRUMMONDII",0.5,0.5,0,0.5,0.5,0,0.5,1,0.5,0.5,1,0.5,-0.5
"468","jilpanger.au","GOODENIA BLACKIANA",0.75,NA,NA,0.75,0,-0.75,0.5,NA,NA,0.5,0,-0.5,-0.25
"469","jilpanger.au","HYALOSPERMA DEMISSUM",0.7,0.5,-0.2,0.7,0.5,-0.2,0.5,0.5,0,0.5,0.5,0,-0.2
"470","jilpanger.au","HYDROCOTYLE FOVEOLATA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"471","jilpanger.au","HYDROCOTYLE SETULOSA",0.5,NA,NA,0.5,0,-0.5,1,NA,NA,1,0,-1,0.5
"472","jilpanger.au","HYPOCHAERIS GLABRA",0.5,0.5,0,0.5,0.5,0,0.7,0.5,-0.2,0.7,0.5,-0.2,0.2
"473","jilpanger.au","HYPOLAENA FASTIGIATA",0.5,0.5,0,0.5,0.5,0,NA,0.5,NA,0,0.5,0.5,-0.5
"474","jilpanger.au","ISOLEPIS MARGINATA",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"475","jilpanger.au","LEPIDOSPERMA CARPHOIDES",5,0.5,-4.5,5,0.5,-4.5,5,NA,NA,5,0,-5,0.5
"476","jilpanger.au","LEPIDOSPERMA CONGESTUM",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"477","jilpanger.au","LEVENHOOKIA DUBIA",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"478","jilpanger.au","LOMANDRA JUNCEA",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"479","jilpanger.au","LOMANDRA NANA",0.5,0.666666666666667,0.166666666666667,0.5,0.666666666666667,0.166666666666667,0.666666666666667,0.5,-0.166666666666667,0.666666666666667,0.5,-0.166666666666667,0.333333333333333
"480","jilpanger.au","MICROSERIS SCAPIGERA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"481","jilpanger.au","MILLOTIA MUELLERI",0.666666666666667,0.5,-0.166666666666667,0.666666666666667,0.5,-0.166666666666667,0.5,0.5,0,0.5,0.5,0,-0.166666666666667
"482","jilpanger.au","MILLOTIA TENUIFOLIA",0.666666666666667,0.5,-0.166666666666667,0.666666666666667,0.5,-0.166666666666667,0.5,0.5,0,0.5,0.5,0,-0.166666666666667
"483","jilpanger.au","NEURACHNE ALOPECUROIDEA",0.666666666666667,6.66666666666667,6,0.666666666666667,6.66666666666667,6,0.833333333333333,2,1.16666666666667,0.833333333333333,2,1.16666666666667,4.83333333333333
"484","jilpanger.au","PELARGONIUM RODNEYANUM",0.5,1,0.5,0.5,1,0.5,NA,0.5,NA,0,0.5,0.5,0
"485","jilpanger.au","PIMELEA HUMILIS",5,0.5,-4.5,5,0.5,-4.5,1,1,0,1,1,0,-4.5
"486","jilpanger.au","QUINETIA URVILLEI",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"487","jilpanger.au","RANUNCULUS ROBERTSONII",0.5,0.5,0,0.5,0.5,0,NA,0.5,NA,0,0.5,0.5,-0.5
"488","jilpanger.au","ROMULEA ROSEA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"489","jilpanger.au","SCHOENUS APOGON",0.625,0.5,-0.125,0.625,0.5,-0.125,0.625,1,0.375,0.625,1,0.375,-0.5
"490","jilpanger.au","SILOXERUS MULTIFLORUS",2,NA,NA,2,0,-2,0.625,0.5,-0.125,0.625,0.5,-0.125,-1.875
"491","jilpanger.au","STIPA VAGINATA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"492","jilpanger.au","THYSANOTUS PATERSONII",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"493","jilpanger.au","THYSANOTUS TUBEROSUS",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"494","jilpanger.au","VULPIA MYUROS",0.5,0.5,0,0.5,0.5,0,0.5,1,0.5,0.5,1,0.5,-0.5
"495","jilpanger.au","WAHLENBERGIA GRACILENTA",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"496","jilpanger.au","WAHLENBERGIA STRICTA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"497","jilpanger.au","WURMBEA DIOICA",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
